@T,table,,,
Created,7/20/17 10:01,,,
Author,HortonMachine library,,,
@H,timestamp,value_42,,
ID,,42,,
Type,Date,Double,,
Format,yyyy-MM-dd HH:mm,,,
,1996-11-19 00:00,9.623984666,2.554654071,0.265446607
,1996-11-20 00:00,3.50038626,0,0
,1996-11-21 00:00,1.249281382,0,0
,1996-11-22 00:00,0.424727692,0,0
,1996-11-23 00:00,0.198130794,0,0
,1996-11-24 00:00,0.048773089,0,0
,1996-11-25 00:00,0.014063637,0,0
,1996-11-26 00:00,0.004113956,0,0
,1996-11-27 00:00,0.001231723,0,0
,1996-11-28 00:00,3.74E-04,0,0
,1996-11-29 00:00,1.15E-04,0,0
,1996-11-30 00:00,3.57E-05,0,0
,1996-12-01 00:00,1.15E-05,0,0
,1996-12-02 00:00,3.69E-06,0,0
,1996-12-03 00:00,1.21E-06,0,0
,1996-12-04 00:00,4.30E-07,0,0
,1996-12-05 00:00,1.54E-07,0,0
,1996-12-06 00:00,5.53E-08,0,0
,1996-12-07 00:00,1.99E-08,0,0
,1996-12-08 00:00,7.21E-09,0,0
,1996-12-09 00:00,2.65E-09,0,0
,1996-12-10 00:00,10.3570968,46.81338823,4.519933448
,1996-12-11 00:00,5.293841498,6.706128156,1.266779173
,1996-12-12 00:00,2.495688179,2.477794641,0.992830219
,1996-12-13 00:00,0.918112372,0,0
,1996-12-14 00:00,0.348617149,0.049097698,0.140835578
,1996-12-15 00:00,0.589505328,2.084847535,3.536605075
,1996-12-16 00:00,0.364547304,0.667505642,1.831053567
,1996-12-17 00:00,0.170831582,0.165981554,0.971609299
,1996-12-18 00:00,0.062845427,0,0
,1996-12-19 00:00,0.062074715,0.176074798,2.836497866
,1996-12-20 00:00,3.83806427,17.24457782,4.493040399
,1996-12-21 00:00,1.807847918,1.78945512,0.989826136
,1996-12-22 00:00,2.547858363,8.510077728,3.340090584
,1996-12-23 00:00,3.358806792,10.94502825,3.258606085
,1996-12-24 00:00,2.945195707,7.727096256,2.623627434
,1996-12-25 00:00,1.361124941,1.254950436,0.921995034
,1996-12-26 00:00,0.499730511,0,0
,1996-12-27 00:00,0.181962861,0,0
,1996-12-28 00:00,0.063668599,0,0
,1996-12-29 00:00,0.022375362,0,0
,1996-12-30 00:00,0.007959748,0,0
,1996-12-31 00:00,0.002859101,0,0
,1997-01-01 00:00,0.001038661,0,0
,1997-01-02 00:00,3.75E-04,0,0
,1997-01-03 00:00,1.36E-04,0,0
,1997-01-04 00:00,0.900302992,4.073560915,4.524655534
,1997-01-05 00:00,0.329586831,0,0
,1997-01-06 00:00,0.119246821,0,0
,1997-01-07 00:00,0.042435768,0,0
,1997-01-08 00:00,0.014953586,0,0
,1997-01-09 00:00,0.004773233,0,0
,1997-01-10 00:00,0.001515227,0,0
,1997-01-11 00:00,4.78E-04,0,0
,1997-01-12 00:00,1.48E-04,0,0
,1997-01-13 00:00,4.49E-05,0,0
,1997-01-14 00:00,1.35E-05,0,0
,1997-01-15 00:00,0.234427384,1.118092289,4.769461112
,1997-01-16 00:00,1.115309501,4.722023647,4.233823564
,1997-01-17 00:00,0.807689115,1.937171763,2.398412614
,1997-01-18 00:00,0.263548325,0,0
,1997-01-19 00:00,0.065878858,0,0
,1997-01-20 00:00,0.107683562,0.524520246,4.870940704
,1997-01-21 00:00,1.909029423,8.63371685,4.52256877
,1997-01-22 00:00,1.005360237,1.56530156,1.556955907
,1997-01-23 00:00,0.673178953,1.578972725,2.34554678
,1997-01-24 00:00,0.424798611,1.017281751,2.394738883
,1997-01-25 00:00,0.737754251,2.864144329,3.882247135
,1997-01-26 00:00,0.356545247,0.629391483,1.765249957
,1997-01-27 00:00,0.076478533,0,0
,1997-01-28 00:00,0.011711692,0,0
,1997-01-29 00:00,0.001672231,0,0
,1997-01-30 00:00,2.25E-04,0,0
,1997-01-31 00:00,2.32E-05,0,0
,1997-02-01 00:00,2.30E-06,0,0
,1997-02-02 00:00,2.24E-07,0,0
,1997-02-03 00:00,2.02E-08,0,0
,1997-02-04 00:00,1.68E-09,0,0
,1997-02-05 00:00,1.36E-10,0,0
,1997-02-06 00:00,8.02E-12,0,0
,1997-02-07 00:00,4.63E-13,0,0
,1997-02-08 00:00,0.106583051,0.968886134,9.090433482
,1997-02-09 00:00,0.34819812,2.057764286,5.909751283
,1997-02-10 00:00,0.454485858,2.185812937,4.809419033
,1997-02-11 00:00,0.041252581,0,0
,1997-02-12 00:00,0.001587148,0,0
,1997-02-13 00:00,0.260115524,1.889466384,7.26395086
,1997-02-14 00:00,0.232344085,1.416384579,6.096064732
,1997-02-15 00:00,0.320238194,1.881531034,5.875411074
,1997-02-16 00:00,0.248052029,1.451945746,5.853391923
,1997-02-17 00:00,0.00589523,0,0
,1997-02-18 00:00,7.43E-05,0,0
,1997-02-19 00:00,0.053330032,0.714631457,13.40016936
,1997-02-20 00:00,0.072842029,0.996042001,13.67400132
,1997-02-21 00:00,0.127558951,1.598408503,12.53074352
,1997-02-22 00:00,0.409931431,2.892652638,7.056430472
,1997-02-23 00:00,0.290608604,1.927045782,6.63106927
,1997-02-24 00:00,0.025320599,0.316753671,12.50972265
,1997-02-25 00:00,0.254070741,2.414473894,9.503156021
,1997-02-26 00:00,0.703774655,4.208473046,5.979858778
,1997-02-27 00:00,1.165785797,5.696443052,4.886354824
,1997-02-28 00:00,0.81952496,3.382978238,4.127974622
,1997-03-01 00:00,0.624135055,3.114480609,4.990074801
,1997-03-02 00:00,1.435902495,7.335949899,5.108947107
,1997-03-03 00:00,2.050147429,8.848380624,4.315972842
,1997-03-04 00:00,2.415087984,9.565701762,3.960808809
,1997-03-05 00:00,2.19152682,7.966457178,3.635117356
,1997-03-06 00:00,1.612253982,5.629760261,3.491856944
,1997-03-07 00:00,1.31933797,5.404153747,4.096110222
,1997-03-08 00:00,0.912510115,4.042950561,4.430581638
,1997-03-09 00:00,0.854816514,4.527421487,5.296366427
,1997-03-10 00:00,1.192467285,6.32427044,5.303516937
,1997-03-11 00:00,0.977260798,4.792336595,4.903846141
,1997-03-12 00:00,1.217299515,6.405762551,5.262273147
,1997-03-13 00:00,1.736826193,8.502619269,4.895492309
,1997-03-14 00:00,1.686235271,7.426815212,4.404376625
,1997-03-15 00:00,1.868021035,8.479958474,4.539541212
,1997-03-16 00:00,2.222112942,9.902292661,4.456250838
,1997-03-17 00:00,3.029514133,13.17446898,4.348706888
,1997-03-18 00:00,0.762979285,1.278382159,1.675513588
,1997-03-19 00:00,0.012071882,0.341128586,28.2581115
,1997-03-20 00:00,2.61E-07,0,0
,1997-03-21 00:00,1.15E-11,0,0
,1997-03-22 00:00,0,0,0
,1997-03-23 00:00,0.001557543,0.044569405,28.61520207
,1997-03-24 00:00,0,0,0
,1997-03-25 00:00,0,0,0
,1997-03-26 00:00,0,0,0
,1997-03-27 00:00,0,0,0
,1997-03-28 00:00,0.222421743,4.347514941,19.54626772
,1997-03-29 00:00,4.86E-06,0,0
,1997-03-30 00:00,4.70E-11,0,0
,1997-03-31 00:00,0,0,0
,1997-04-01 00:00,0,0,0
,1997-04-02 00:00,0,0,0
,1997-04-03 00:00,0,0,0
,1997-04-04 00:00,0,0,0
,1997-04-05 00:00,0,0,0
,1997-04-06 00:00,0,0,0
,1997-04-07 00:00,0,0,0
,1997-04-08 00:00,0,0,0
,1997-04-09 00:00,0,0,0
,1997-04-10 00:00,0,0,0
,1997-04-11 00:00,0,0,0
,1997-04-12 00:00,0,0,0
,1997-04-13 00:00,0,0,0
,1997-04-14 00:00,0,0.033897325,0
,1997-04-15 00:00,0,0,0
,1997-04-16 00:00,0,0,0
,1997-04-17 00:00,0,0,0
,1997-04-18 00:00,0,0,0
,1997-04-19 00:00,0,0,0
,1997-04-20 00:00,0.118871791,3.908832879,32.88276246
,1997-04-21 00:00,1.47E-06,0,0
,1997-04-22 00:00,0.027497707,0.916602914,33.33379507
,1997-04-23 00:00,0,0.265914718,0
,1997-04-24 00:00,0,0,0
,1997-04-25 00:00,0,0,0
,1997-04-26 00:00,0,0,0
,1997-04-27 00:00,8.966222778,46.23252905,5.156299391
,1997-04-28 00:00,1.95604579,0.104110288,0.053224873
,1997-04-29 00:00,0.268127674,3.534066235,13.18053516
,1997-04-30 00:00,0.003708147,0.063125186,17.0233775
,1997-05-01 00:00,4.67E-06,0,0
,1997-05-02 00:00,5.17E-09,0,0
,1997-05-03 00:00,0,0,0
,1997-05-04 00:00,0,0,0
,1997-05-05 00:00,0.093187682,1.971945186,21.16100683
,1997-05-06 00:00,8.745522725,45.96088802,5.255362025
,1997-05-07 00:00,1.985856294,1.166859502,0.587585066
,1997-05-08 00:00,1.264720665,8.031555912,6.350458355
,1997-05-09 00:00,0.634341538,3.859466956,6.084209731
,1997-05-10 00:00,0.176539886,0.91418454,5.178345604
,1997-05-11 00:00,0.033885249,0.269381456,7.949814905
,1997-05-12 00:00,0.537365142,3.824298923,7.116760331
,1997-05-13 00:00,0.046704134,0,0
,1997-05-14 00:00,6.51E-04,0,0
,1997-05-15 00:00,0.007989632,0.098900231,12.37857204
,1997-05-16 00:00,1.12E-04,0,0
,1997-05-17 00:00,0.014372702,0.177836697,12.37322648
,1997-05-18 00:00,0.169797353,2.07787361,12.23737337
,1997-05-19 00:00,0.00254576,0,0
,1997-05-20 00:00,0.562143174,6.833626771,12.15638129
,1997-05-21 00:00,0.013741035,0.062998605,4.584706081
,1997-05-22 00:00,0.62772681,7.499100625,11.94643993
,1997-05-23 00:00,0.135545564,1.496852017,11.04316496
,1997-05-24 00:00,1.245238631,12.7248493,10.21880384
,1997-05-25 00:00,0.938737856,8.712206443,9.280766074
,1997-05-26 00:00,0.029760293,0,0
,1997-05-27 00:00,7.17E-04,0,0
,1997-05-28 00:00,0.030663111,0.320690185,10.45850141
,1997-05-29 00:00,9.46E-04,0,0
,1997-05-30 00:00,2.72E-05,0,0
,1997-05-31 00:00,8.92E-07,0,0
,1997-06-01 00:00,1.80440854,14.79779956,8.200914169
,1997-06-02 00:00,0.439056722,3.70294978,8.43387561
,1997-06-03 00:00,0.023056003,0.145554016,6.313063841
,1997-06-04 00:00,0.380805025,4.60204593,12.08504518
,1997-06-05 00:00,2.313952392,18.15072254,7.844034563
,1997-06-06 00:00,0.055315324,0.112176048,2.027938024
,1997-06-07 00:00,0.008466052,0.098034933,11.57976948
,1997-06-08 00:00,0.024865,0.308839451,12.42064958
,1997-06-09 00:00,0.005217355,0.064400698,12.34355282
,1997-06-10 00:00,0.003816045,0.049393294,12.94358359
,1997-06-11 00:00,4.14E-05,0,0
,1997-06-12 00:00,4.44E-07,0,0
,1997-06-13 00:00,0.3025496,3.341313662,11.04385417
,1997-06-14 00:00,1.482296952,14.43372273,9.737402962
,1997-06-15 00:00,0.046823771,0,0
,1997-06-16 00:00,0.745764498,7.570424746,10.15122705
,1997-06-17 00:00,0.902029323,8.880642169,9.84518124
,1997-06-18 00:00,0.415227505,3.79554256,9.140874609
,1997-06-19 00:00,7.456100741,41.57967321,5.576597561
,1997-06-20 00:00,0.804883766,0.048344641,0.060064128
,1997-06-21 00:00,0.153801126,1.23127962,8.005660643
,1997-06-22 00:00,0.537593402,5.199277718,9.671394208
,1997-06-23 00:00,0.08482426,0.678586594,7.99991179
,1997-06-24 00:00,1.426888903,14.0644511,9.856724704
,1997-06-25 00:00,0.061812245,0.145645429,2.356255268
,1997-06-26 00:00,5.103517191,31.19368582,6.112193738
,1997-06-27 00:00,21.75418583,98.44032587,4.525121126
,1997-06-28 00:00,6.602973607,2.808776749,0.425380581
,1997-06-29 00:00,1.999402595,7.420650723,3.711433976
,1997-06-30 00:00,0.468608644,4.029769384,8.599434593
,1997-07-01 00:00,0.020124128,0.049093442,2.439531437
,1997-07-02 00:00,0.026057974,0.2595067,9.958820958
,1997-07-03 00:00,8.07E-04,0,0
,1997-07-04 00:00,0.074163756,0.77685027,10.47479672
,1997-07-05 00:00,6.857059224,39.4487408,5.753011534
,1997-07-06 00:00,0.643257551,0.063532539,0.098766876
,1997-07-07 00:00,0.025790012,0.064053076,2.483638887
,1997-07-08 00:00,7.35E-04,0,0
,1997-07-09 00:00,2.08E-05,0,0
,1997-07-10 00:00,0.98182087,9.655089678,9.833860707
,1997-07-11 00:00,0.658459434,6.446832929,9.790782234
,1997-07-12 00:00,0.029667021,0.097999006,3.303297831
,1997-07-13 00:00,0.00403461,0,0
,1997-07-14 00:00,3.374940611,24.04277093,7.123909338
,1997-07-15 00:00,0.125996138,0.097474233,0.773628734
,1997-07-16 00:00,0.012339594,0.112731157,9.135726899
,1997-07-17 00:00,0.933607107,12.39701993,13.27862634
,1997-07-18 00:00,2.633996057,19.08341625,7.245043589
,1997-07-19 00:00,0.082026058,0,0
,1997-07-20 00:00,0.476574801,5.240194353,10.99553385
,1997-07-21 00:00,0.016280539,0.048264622,2.964559191
,1997-07-22 00:00,3.82E-04,0,0
,1997-07-23 00:00,0.010240672,0.112544276,10.9899303
,1997-07-24 00:00,0.104704907,1.194336007,11.40668608
,1997-07-25 00:00,0.436716264,5.031948376,11.52223719
,1997-07-26 00:00,0.008558164,0,0
,1997-07-27 00:00,1.69E-04,0,0
,1997-07-28 00:00,3.32E-06,0,0
,1997-07-29 00:00,0.36097489,4.058527963,11.24324177
,1997-07-30 00:00,0.011842209,0.049347284,4.167067534
,1997-07-31 00:00,0.014627846,0.162231163,11.09057064
,1997-08-01 00:00,0.142685733,1.510223254,10.5842625
,1997-08-02 00:00,0.013996368,0.112538295,8.040535608
,1997-08-03 00:00,7.06E-04,0,0
,1997-08-04 00:00,0.00573957,0.064002763,11.1511432
,1997-08-05 00:00,0.111706176,1.233980633,11.04666431
,1997-08-06 00:00,0.197805222,2.107794688,10.65591025
,1997-08-07 00:00,0.591729203,6.288416354,10.62718608
,1997-08-08 00:00,0.44131132,4.609265188,10.44447532
,1997-08-09 00:00,0.026021796,0.161913163,6.222213188
,1997-08-10 00:00,6.73E-04,0,0
,1997-08-11 00:00,1.86E-05,0,0
,1997-08-12 00:00,5.17E-07,0,0
,1997-08-13 00:00,4.55E-04,0,0
,1997-08-14 00:00,1.22E-05,0,0
,1997-08-15 00:00,3.31E-07,0,0
,1997-08-16 00:00,0.764128673,7.928480331,10.37584455
,1997-08-17 00:00,11.29725458,56.32908884,4.986086527
,1997-08-18 00:00,3.249527246,2.543526189,0.782737302
,1997-08-19 00:00,0.343284327,1.385488101,4.035978318
,1997-08-20 00:00,0.017223006,0.048905082,2.839520607
,1997-08-21 00:00,0.01141708,0.105986303,9.283135376
,1997-08-22 00:00,4.06E-04,0,0
,1997-08-23 00:00,1.47E-05,0,0
,1997-08-24 00:00,0.468011663,4.876420351,10.41944194
,1997-08-25 00:00,0.018396541,0.052699767,2.864656239
,1997-08-26 00:00,0.005625439,0.052760191,9.378857677
,1997-08-27 00:00,0.266790002,2.705150046,10.13962302
,1997-08-28 00:00,0.700658661,6.87486687,9.812005838
,1997-08-29 00:00,0.064832351,0.368427733,5.682776087
,1997-08-30 00:00,0.002514072,0,0
,1997-08-31 00:00,9.35E-05,0,0
,1997-09-01 00:00,0.00537902,0.053196689,9.889661027
,1997-09-02 00:00,2.01E-04,0,0
,1997-09-03 00:00,0.003636893,0,0
,1997-09-04 00:00,0.005054787,0.052993562,10.48383685
,1997-09-05 00:00,1.40E-04,0,0
,1997-09-06 00:00,4.04E-06,0,0
,1997-09-07 00:00,0.005162879,0.052894571,10.24516882
,1997-09-08 00:00,0.361188792,3.64104381,10.08072202
,1997-09-09 00:00,0.022866991,0.105814758,4.627401904
,1997-09-10 00:00,0.00619455,0.053012333,8.557899098
,1997-09-11 00:00,0.005759982,0.052698331,9.149044282
,1997-09-12 00:00,2.34E-04,0,0
,1997-09-13 00:00,4.715633731,25.50715705,5.409062389
,1997-09-14 00:00,1.537260489,3.10703579,2.02115114
,1997-09-15 00:00,0.09166603,0,0
,1997-09-16 00:00,0.016184304,0.103741207,6.409988762
,1997-09-17 00:00,8.32E-04,0,0
,1997-09-18 00:00,4.23E-05,0,0
,1997-09-19 00:00,0.005850744,0.052048462,8.896041533
,1997-09-20 00:00,3.25E-04,0,0
,1997-09-21 00:00,2.05E-05,0,0
,1997-09-22 00:00,1.32E-06,0,0
,1997-09-23 00:00,0.005112673,0.051653711,10.10307361
,1997-09-24 00:00,3.51E-04,0,0
,1997-09-25 00:00,2.67E-05,0,0
,1997-09-26 00:00,2.21E-06,0,0
,1997-09-27 00:00,1.80E-07,0,0
,1997-09-28 00:00,0.006709077,0.051637479,7.69665877
,1997-09-29 00:00,5.85E-04,0,0
,1997-09-30 00:00,0.007052467,0.053101205,7.529451473
,1997-10-01 00:00,6.72E-04,0,0
,1997-10-02 00:00,0.007215444,0.052919529,7.334202963
,1997-10-03 00:00,0.006971931,0,0
,1997-10-04 00:00,6.46E-04,0,0
,1997-10-05 00:00,0.006979223,0.051326804,7.35422877
,1997-10-06 00:00,0.029393321,0.210498364,7.161435214
,1997-10-07 00:00,3.711416307,19.02625366,5.126413231
,1997-10-08 00:00,1.086261109,1.017390521,0.936598496
,1997-10-09 00:00,0.129942439,0,0
,1997-10-10 00:00,0.031705701,0.112563155,3.550249625
,1997-10-11 00:00,0.010886933,0.049238096,4.522678297
,1997-10-12 00:00,0.001404272,0,0
,1997-10-13 00:00,0.210799211,1.386241805,6.576124258
,1997-10-14 00:00,0.24524231,1.365896572,5.569579611
,1997-10-15 00:00,0.038218182,0,0
,1997-10-16 00:00,0.006150889,0,0
,1997-10-17 00:00,0.001010373,0,0
,1997-10-18 00:00,1.70E-04,0,0
,1997-10-19 00:00,2.95E-05,0,0
,1997-10-20 00:00,5.22E-06,0,0
,1997-10-21 00:00,0.076714993,0.453538362,5.911991175
,1997-10-22 00:00,0.334557888,1.842469531,5.507177079
,1997-10-23 00:00,0.066197096,0,0
,1997-10-24 00:00,0.042629243,0,0
,1997-10-25 00:00,0.006731005,0,0
,1997-10-26 00:00,0.001144411,0,0
,1997-10-27 00:00,2.06E-04,0,0
,1997-10-28 00:00,4.20E-05,0,0
,1997-10-29 00:00,8.43E-06,0,0
,1997-10-30 00:00,1.72E-06,0,0
,1997-10-31 00:00,3.50E-07,0,0
,1997-11-01 00:00,7.00E-08,0,0
,1997-11-02 00:00,1.41E-08,0,0
,1997-11-03 00:00,0.013901368,0,0
,1997-11-04 00:00,0.002694203,0,0
,1997-11-05 00:00,3.181778882,14.94141815,4.695932277
,1997-11-06 00:00,17.99769491,76.62083505,4.257258246
,1997-11-07 00:00,24.87991796,83.07050872,3.338857823
,1997-11-08 00:00,9.481855498,1.999012975,0.210825083
,1997-11-09 00:00,12.85521272,42.80208524,3.329550912
,1997-11-10 00:00,5.579646657,4.284909729,0.767953599
,1997-11-11 00:00,7.088501415,23.17442016,3.269297528
,1997-11-12 00:00,25.75089378,104.9365378,4.075063904
,1997-11-13 00:00,9.410711036,0,0
,1997-11-14 00:00,3.397782444,0,0
,1997-11-15 00:00,1.18994387,0,0
,1997-11-16 00:00,0.382021265,0,0
,1997-11-17 00:00,0.108889281,0,0
,1997-11-18 00:00,0.03133518,0,0
,1997-11-19 00:00,0.009305774,0,0
,1997-11-20 00:00,0.002783005,0,0
,1997-11-21 00:00,8.34E-04,0,0
,1997-11-22 00:00,0.030613276,0.14853944,4.852125014
,1997-11-23 00:00,0.109219055,0.266276747,2.438006324
,1997-11-24 00:00,0.024882101,0,0
,1997-11-25 00:00,0.177194726,0.886511939,5.003037943
,1997-11-26 00:00,0.181761595,0.600025317,3.301166651
,1997-11-27 00:00,0.055290135,0,0
,1997-11-28 00:00,0.016816557,0,0
,1997-11-29 00:00,0.860797103,3.916402739,4.549739681
,1997-11-30 00:00,1.178265209,3.944234836,3.347493251
,1997-12-01 00:00,0.660472697,1.068608666,1.617945254
,1997-12-02 00:00,0.38501413,0.684791871,1.778614906
,1997-12-03 00:00,0.131936833,0,0
,1997-12-04 00:00,0.043442988,0,0
,1997-12-05 00:00,0.015389893,0,0
,1997-12-06 00:00,0.005454792,0,0
,1997-12-07 00:00,0.001939784,0,0
,1997-12-08 00:00,7.00E-04,0,0
,1997-12-09 00:00,2.54E-04,0,0
,1997-12-10 00:00,9.31E-05,0,0
,1997-12-11 00:00,3.40E-05,0,0
,1997-12-12 00:00,1.25E-05,0,0
,1997-12-13 00:00,4.59E-06,0,0
,1997-12-14 00:00,1.69E-06,0,0
,1997-12-15 00:00,6.22E-07,0,0
,1997-12-16 00:00,2.29E-07,0,0
,1997-12-17 00:00,8.41E-08,0,0
,1997-12-18 00:00,3.09E-08,0,0
,1997-12-19 00:00,4.37210418,19.76161987,4.519933436
,1997-12-20 00:00,20.93663198,87.36228951,4.172700249
,1997-12-21 00:00,8.456725716,3.410602754,0.403300623
,1997-12-22 00:00,3.648315518,2.428379385,0.665616604
,1997-12-23 00:00,1.567093197,1.016772242,0.648826913
,1997-12-24 00:00,0.848020749,1.227249523,1.447192802
,1997-12-25 00:00,0.311969399,0,0
,1997-12-26 00:00,0.973853967,3.883015336,3.98726654
,1997-12-27 00:00,0.462802293,0.47252035,1.02099829
,1997-12-28 00:00,0.170255449,0,0
,1997-12-29 00:00,0.062437355,0,0
,1997-12-30 00:00,0.022727303,0,0
,1997-12-31 00:00,0.008355031,0,0
,1998-01-01 00:00,0.184996841,0.822454516,4.445776007
,1998-01-02 00:00,0.883535912,3.687847892,4.173964909
,1998-01-03 00:00,1.015637624,3.124190124,3.076087427
,1998-01-04 00:00,0.555416237,0.824889827,1.485174132
,1998-01-05 00:00,0.358619831,0.701459143,1.955996523
,1998-01-06 00:00,0.133042896,0.014746963,0.110843668
,1998-01-07 00:00,0.047393845,0,0
,1998-01-08 00:00,0.016721723,0,0
,1998-01-09 00:00,0.005353739,0,0
,1998-01-10 00:00,0.330502814,1.522905645,4.607844714
,1998-01-11 00:00,0.493082058,1.723230006,3.494813848
,1998-01-12 00:00,0.168615596,0,0
,1998-01-13 00:00,0.05156499,0,0
,1998-01-14 00:00,1.066520297,4.800682076,4.501257114
,1998-01-15 00:00,1.800533668,6.433771485,3.573258084
,1998-01-16 00:00,2.79013225,9.693377139,3.474164043
,1998-01-17 00:00,1.490828308,2.241222523,1.503340466
,1998-01-18 00:00,0.514989933,0,0
,1998-01-19 00:00,0.154826191,0,0
,1998-01-20 00:00,0.03365869,0,0
,1998-01-21 00:00,0.006897772,0,0
,1998-01-22 00:00,0.001383022,0,0
,1998-01-23 00:00,2.68E-04,0,0
,1998-01-24 00:00,5.05E-05,0,0
,1998-01-25 00:00,9.22E-06,0,0
,1998-01-26 00:00,1.62E-06,0,0
,1998-01-27 00:00,2.79E-07,0,0
,1998-01-28 00:00,4.60E-08,0,0
,1998-01-29 00:00,7.22E-09,0,0
,1998-01-30 00:00,1.07E-09,0,0
,1998-01-31 00:00,1.25E-10,0,0
,1998-02-01 00:00,1.38E-11,0,0
,1998-02-02 00:00,1.49E-12,0,0
,1998-02-03 00:00,1.46E-13,0,0
,1998-02-04 00:00,1.22E-14,0,0
,1998-02-05 00:00,9.44E-16,0,0
,1998-02-06 00:00,0,0,0
,1998-02-07 00:00,0,0,0
,1998-02-08 00:00,0,0,0
,1998-02-09 00:00,0,0,0
,1998-02-10 00:00,0,0,0
,1998-02-11 00:00,0.06736527,0.683409255,10.14483068
,1998-02-12 00:00,1.273304789,6.450193877,5.065710844
,1998-02-13 00:00,2.57747875,10.40144836,4.035512752
,1998-02-14 00:00,2.889001442,9.69042266,3.354246391
,1998-02-15 00:00,2.568391062,7.737394314,3.012545258
,1998-02-16 00:00,2.580789818,8.387477198,3.24996524
,1998-02-17 00:00,2.783785964,9.406452909,3.379014418
,1998-02-18 00:00,1.603720373,3.670746786,2.288894528
,1998-02-19 00:00,1.305184077,4.375259902,3.352216732
,1998-02-20 00:00,1.523205866,5.952851194,3.908106795
,1998-02-21 00:00,1.431979791,5.211415068,3.639307693
,1998-02-22 00:00,1.581109182,5.968817504,3.775082438
,1998-02-23 00:00,3.466406755,14.23504999,4.106572309
,1998-02-24 00:00,0.997248082,0.163992434,0.164444973
,1998-02-25 00:00,0.052486918,0,0
,1998-02-26 00:00,1.60E-04,0,0
,1998-02-27 00:00,3.47E-07,0,0
,1998-02-28 00:00,9.18E-10,0,0
,1998-03-01 00:00,0.076766811,1.37922949,17.96648148
,1998-03-02 00:00,1.34E-04,0,0
,1998-03-03 00:00,2.01E-07,0,0
,1998-03-04 00:00,2.60E-10,0,0
,1998-03-05 00:00,0.057605827,1.161112434,20.15616278
,1998-03-06 00:00,3.84E-05,0,0
,1998-03-07 00:00,2.27E-08,0,0
,1998-03-08 00:00,0.006325546,0.140810864,22.26066561
,1998-03-09 00:00,0.001954473,0.045042512,23.04586594
,1998-03-10 00:00,1.48E-06,0,0
,1998-03-11 00:00,1.59E-09,0,0
,1998-03-12 00:00,3.68E-13,0,0
,1998-03-13 00:00,0,0,0
,1998-03-14 00:00,0,0,0
,1998-03-15 00:00,0,0,0
,1998-03-16 00:00,0,0,0
,1998-03-17 00:00,0,0,0
,1998-03-18 00:00,0,0,0
,1998-03-19 00:00,0,0,0
,1998-03-20 00:00,0,0,0
,1998-03-21 00:00,0,0,0
,1998-03-22 00:00,0,0,0
,1998-03-23 00:00,0,0,0
,1998-03-24 00:00,0,0,0
,1998-03-25 00:00,0,0,0
,1998-03-26 00:00,0,0,0
,1998-03-27 00:00,0,0,0
,1998-03-28 00:00,0.099526158,3.381141907,33.97239449
,1998-03-29 00:00,0.901822552,7.671092994,8.506211095
,1998-03-30 00:00,0.00904736,0.315717758,34.89611981
,1998-03-31 00:00,2.23E-08,0,0
,1998-04-01 00:00,2.30E-14,0,0
,1998-04-02 00:00,0.003015056,0.109346828,36.26692711
,1998-04-03 00:00,0.034135199,0.964218329,28.24704019
,1998-04-04 00:00,0.138451269,4.018911174,29.02762254
,1998-04-05 00:00,0.609272324,6.885294517,11.30084897
,1998-04-06 00:00,0.408754184,5.030184235,12.30613516
,1998-04-07 00:00,4.569555448,24.03419063,5.259634312
,1998-04-08 00:00,0.820509393,0.491857403,0.599453713
,1998-04-09 00:00,0.59502021,5.676992195,9.540839293
,1998-04-10 00:00,15.47931976,73.1141997,4.723347073
,1998-04-11 00:00,5.697536283,4.218045138,0.740327912
,1998-04-12 00:00,1.645197943,2.08519744,1.267444716
,1998-04-13 00:00,0.007064891,0,0
,1998-04-14 00:00,2.03E-07,0,0
,1998-04-15 00:00,6.09E-12,0,0
,1998-04-16 00:00,0,0,0
,1998-04-17 00:00,0,0,0
,1998-04-18 00:00,0,0,0
,1998-04-19 00:00,0,0,0
,1998-04-20 00:00,0.107998388,3.915842568,36.25834264
,1998-04-21 00:00,0.501925507,7.779294175,15.49890186
,1998-04-22 00:00,1.019114603,9.772759598,9.589460862
,1998-04-23 00:00,1.035126797,9.241528736,8.927919515
,1998-04-24 00:00,1.530431452,11.49197789,7.508979168
,1998-04-25 00:00,1.861547517,12.17435244,6.539909583
,1998-04-26 00:00,1.901713182,11.96948587,6.294054216
,1998-04-27 00:00,6.166542854,31.1488171,5.051260947
,1998-04-28 00:00,10.5740487,43.0717816,4.073348139
,1998-04-29 00:00,6.693145057,18.30317761,2.734615409
,1998-04-30 00:00,4.677637663,15.86618695,3.391923038
,1998-05-01 00:00,3.005108304,11.77423237,3.918072554
,1998-05-02 00:00,0.083459385,0.444075549,5.32085818
,1998-05-03 00:00,0,0,0
,1998-05-04 00:00,0,0.716418588,0
,1998-05-05 00:00,0,0,0
,1998-05-06 00:00,0.875310123,8.065772645,9.214759931
,1998-05-07 00:00,0.040707823,0,0
,1998-05-08 00:00,0,0,0
,1998-05-09 00:00,0,0,0
,1998-05-10 00:00,0,0,0
,1998-05-11 00:00,0,0,0
,1998-05-12 00:00,0,0,0
,1998-05-13 00:00,0.007530661,0,0
