@T,table
Created,2017-07-31 13:43
Author,HortonMachine library
@H,timestamp,value_1
ID,,1
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,1994-01-01 00:00,0.07270152931130097
,1994-01-02 00:00,0.08595748847234083
,1994-01-03 00:00,0.09757068677878858
,1994-01-04 00:00,0.10724114843341136
,1994-01-05 00:00,0.11488084239292035
,1994-01-06 00:00,0.12056318611669635
,1994-01-07 00:00,0.13075943512879784
,1994-01-08 00:00,0.14762127228901428
,1994-01-09 00:00,0.16350192144954018
,1994-01-10 00:00,0.17720517541088057
,1994-01-11 00:00,0.19677392317609832
,1994-01-12 00:00,0.212870111936569
,1994-01-13 00:00,0.22477725927372944
,1994-01-14 00:00,0.23164402482846178
,1994-01-15 00:00,0.23408444150321434
,1994-01-16 00:00,0.23251760616883024
,1994-01-17 00:00,0.2280609439695375
,1994-01-18 00:00,0.2216473707835991
,1994-01-19 00:00,0.21400831050997804
,1994-01-20 00:00,0.20568111320604826
,1994-01-21 00:00,0.19704850974311225
,1994-01-22 00:00,0.1883251908559009
,1994-01-23 00:00,0.17978604891302818
,1994-01-24 00:00,0.17151820322199607
,1994-01-25 00:00,0.16358873793821885
,1994-01-26 00:00,0.15628898494238708
,1994-01-27 00:00,0.14951989133731944
,1994-01-28 00:00,0.1430506968114157
,1994-01-29 00:00,0.1368927064770753
,1994-01-30 00:00,0.13104881775619925
,1994-01-31 00:00,0.12551503605468234
,1994-02-01 00:00,0.12028313064547719
,1994-02-02 00:00,0.115343162965563
,1994-02-03 00:00,0.1106819424180432
,1994-02-04 00:00,0.10648409328812918
,1994-02-05 00:00,0.10467944580741409
,1994-02-06 00:00,0.10563697178689915
,1994-02-07 00:00,0.10729591830041445
,1994-02-08 00:00,0.10992464415050932
,1994-02-09 00:00,0.11209159673217294
,1994-02-10 00:00,0.11319216243650185
,1994-02-11 00:00,0.11346955441912024
,1994-02-12 00:00,0.11298183862716706
,1994-02-13 00:00,0.11188588123324493
,1994-02-14 00:00,0.11031734285801921
,1994-02-15 00:00,0.10838853196808869
,1994-02-16 00:00,0.10619244860263402
,1994-02-17 00:00,0.10380708405248701
,1994-02-18 00:00,0.10128688819387645
,1994-02-19 00:00,0.09867958927704927
,1994-02-20 00:00,0.09603062928938165
,1994-02-21 00:00,0.0933686299018263
,1994-02-22 00:00,0.09071951244601091
,1994-02-23 00:00,0.08810405090562314
,1994-02-24 00:00,0.0855363307940717
,1994-02-25 00:00,0.0830239705157057
,1994-02-26 00:00,0.08057572119048262
,1994-02-27 00:00,0.0781996836397128
,1994-02-28 00:00,0.07643332502244568
,1994-03-01 00:00,0.07861297399777668
,1994-03-02 00:00,0.08137148200347799
,1994-03-03 00:00,0.08438427150013554
,1994-03-04 00:00,0.08767897919742068
,1994-03-05 00:00,0.09053491791123047
,1994-03-06 00:00,0.09308230222281401
,1994-03-07 00:00,0.0956963009825243
,1994-03-08 00:00,0.09858011386058527
,1994-03-09 00:00,0.10253299895345755
,1994-03-10 00:00,0.10552805280877606
,1994-03-11 00:00,0.10730607597251239
,1994-03-12 00:00,0.1080504115071837
,1994-03-13 00:00,0.10795185987001867
,1994-03-14 00:00,0.10716743379162585
,1994-03-15 00:00,0.10584790325753762
,1994-03-16 00:00,0.10411370809388262
,1994-03-17 00:00,0.10206847527870656
,1994-03-18 00:00,0.09980346078518999
,1994-03-19 00:00,0.09738725460963216
,1994-03-20 00:00,0.09487163692923216
,1994-03-21 00:00,0.09268116591154199
,1994-03-22 00:00,0.09039256879044602
,1994-03-23 00:00,0.08804528096933648
,1994-03-24 00:00,0.08567331500422982
,1994-03-25 00:00,0.08330234273369791
,1994-03-26 00:00,0.0809534087421934
,1994-03-27 00:00,0.07864133913156991
,1994-03-28 00:00,0.07637818141165252
,1994-03-29 00:00,0.0741686612401778
,1994-03-30 00:00,0.07201718200737046
,1994-03-31 00:00,0.06992895414984972
,1994-04-01 00:00,0.06926950050128432
,1994-04-02 00:00,0.06905076103297071
,1994-04-03 00:00,0.06859647925541837
,1994-04-04 00:00,0.0679429454997946
,1994-04-05 00:00,0.06718012275194565
,1994-04-06 00:00,0.06630691880439472
,1994-04-07 00:00,0.06531900503078418
,1994-04-08 00:00,0.06424316489192905
,1994-04-09 00:00,0.063406260299209
,1994-04-10 00:00,0.06251395532258629
,1994-04-11 00:00,0.0616717983885959
,1994-04-12 00:00,0.06105840241560635
,1994-04-13 00:00,0.06075088566059534
,1994-04-14 00:00,0.06190587793052179
,1994-04-15 00:00,0.06434713616026333
,1994-04-16 00:00,0.06909217880458352
,1994-04-17 00:00,0.07852723907293603
,1994-04-18 00:00,0.0879943650885495
,1994-04-19 00:00,0.09588522521310998
,1994-04-20 00:00,0.10190184130621682
,1994-04-21 00:00,0.10675427548291612
,1994-04-22 00:00,0.1104066094195774
,1994-04-23 00:00,0.11256535154997586
,1994-04-24 00:00,0.11343025289114181
,1994-04-25 00:00,0.11562975264791805
,1994-04-26 00:00,0.11660549432922056
,1994-04-27 00:00,0.11644028159488108
,1994-04-28 00:00,0.11537588670902658
,1994-04-29 00:00,0.11362465157014799
,1994-04-30 00:00,0.1113642945079254
,1994-05-01 00:00,0.1087411105883826
,1994-05-02 00:00,0.10588035659314339
,1994-05-03 00:00,0.10287664697577334
,1994-05-04 00:00,0.09979136639985443
,1994-05-05 00:00,0.09784958668424942
,1994-05-06 00:00,0.09566125530887516
,1994-05-07 00:00,0.09330231725397832
,1994-05-08 00:00,0.09083453107087597
,1994-05-09 00:00,0.08830779235819716
