"X...","date","k"
-999,1997-08-22,540.106563278549
-999,1997-08-23,536.82194465186
-999,1997-08-24,534.708546862043
-999,1997-08-25,530.595870799852
-999,1997-08-26,527.225388832346
-999,1997-08-27,525.076042677518
-999,1997-08-28,522.510655809169
-999,1997-08-29,519.092078370946
-999,1997-08-30,515.839328807153
-999,1997-08-31,511.582125063867
-999,1997-09-01,521.426575378183
-999,1997-09-02,589.950720594961
-999,1997-09-03,586.165146354505
-999,1997-09-04,582.292321436568
-999,1997-09-05,578.455628299783
-999,1997-09-06,574.522031524869
-999,1997-09-07,570.908123848808
-999,1997-09-08,566.992126152071
-999,1997-09-09,562.515756006706
-999,1997-09-10,558.362022568164
-999,1997-09-11,555.713364637799
-999,1997-09-12,550.650888505273
-999,1997-09-13,511.662425854805
-999,1997-09-14,509.72977743414
-999,1997-09-15,504.522175823919
-999,1997-09-16,500.366607703075
-999,1997-09-17,495.692616485634
-999,1997-09-18,490.348521495378
-999,1997-09-19,485.908919486503
-999,1997-09-20,482.281216492133
-999,1997-09-21,479.258437798791
-999,1997-09-22,474.478422492212
-999,1997-09-23,469.955807832166
-999,1997-09-24,449.577242999051
-999,1997-09-25,446.695184890983
-999,1997-09-26,443.291378119148
-999,1997-09-27,437.975916236496
-999,1997-09-28,433.990485209363
-999,1997-09-29,429.263375074602
-999,1997-09-30,424.567378144528
-999,1997-10-01,423.192961554512
-999,1997-10-02,418.100313484372
-999,1997-10-03,413.194443913634
-999,1997-10-04,410.118689681874
-999,1997-10-05,405.634178183285
-999,1997-10-06,401.42674170343
-999,1997-10-07,397.559613678132
-999,1997-10-08,393.692338979783
-999,1997-10-09,427.293108600866
-999,1997-10-10,463.015218952426
-999,1997-10-11,456.199287355836
-999,1997-10-12,452.896689080313
-999,1997-10-13,448.931259324843
-999,1997-10-14,444.953187239142
-999,1997-10-15,440.717783509356
-999,1997-10-16,435.320833344629
-999,1997-10-17,430.058379439688
-999,1997-10-18,424.838869935456
-999,1997-10-19,419.715085348792
-999,1997-10-20,414.569713372553
-999,1997-10-21,410.004634726312
-999,1997-10-22,406.450345020772
-999,1997-10-23,400.705163683974
-999,1997-10-24,394.74190106816
-999,1997-10-25,391.761989226413
-999,1997-10-26,386.393799722861
-999,1997-10-27,381.850781693507
-999,1997-10-28,378.750103043554
-999,1997-10-29,373.141169059184
-999,1997-10-30,368.363623312852
-999,1997-10-31,362.484187532509
-999,1997-11-01,358.074124806583
-999,1997-11-02,352.683610255525
-999,1997-11-03,347.733289201241
-999,1997-11-04,344.49105042568
-999,1997-11-05,340.259228263366
-999,1997-11-06,306.5639377674
-999,1997-11-07,329.274139185586
-999,1997-11-08,297.850094306089
-999,1997-11-09,295.683510377996
-999,1997-11-10,291.451403561011
-999,1997-11-11,287.885535417082
-999,1997-11-12,283.892728076304
-999,1997-11-13,280.184553270963
-999,1997-11-14,277.023409090424
-999,1997-11-15,260.192231518133
-999,1997-11-16,257.549599845445
-999,1997-11-17,255.37736321034
-999,1997-11-18,255.1824388403
-999,1997-11-19,299.176395689068
-999,1997-11-20,309.812363965861
-999,1997-11-21,305.567210662405
-999,1997-11-22,302.237838346115
-999,1997-11-23,240.947819721156
-999,1997-11-24,295.3703057432
-999,1997-11-25,292.966879647191
-999,1997-11-26,289.623872554845
-999,1997-11-27,286.822986068054
-999,1997-11-28,284.36022837863
-999,1997-11-29,282.097785644889
-999,1997-11-30,279.726186836923
-999,1997-12-01,278.186222183635
-999,1997-12-02,276.384943773585
-999,1997-12-03,275.47892355817
-999,1997-12-04,272.343798719526
-999,1997-12-05,270.949509046694
-999,1997-12-06,269.439346721353
-999,1997-12-07,267.604866689883
-999,1997-12-08,265.508191490758
-999,1997-12-09,263.686728588845
-999,1997-12-10,261.91668389712
-999,1997-12-11,261.229794380148
-999,1997-12-12,259.661637716052
-999,1997-12-13,257.545339220258
-999,1997-12-14,257.268865985066
-999,1997-12-15,257.061234325478
-999,1997-12-16,257.536003137818
-999,1997-12-17,257.088331290789
-999,1997-12-18,255.556140868262
-999,1997-12-19,254.624096410225
-999,1997-12-20,253.860471136491
-999,1997-12-21,253.584053774705
-999,1997-12-22,253.727466922388
-999,1997-12-23,253.776862393138
-999,1997-12-24,253.706377776542
-999,1997-12-25,255.062435671429
-999,1997-12-26,255.357098169508
-999,1997-12-27,255.418533088065
-999,1997-12-28,256.132080980248
-999,1997-12-29,257.223298878601
-999,1997-12-30,258.508537453375
-999,1997-12-31,258.965249531569
