"X..." 00:00,"date" 00:00,"k"
,1997-05-22 00:00,13.8641588583333
,1997-05-23 00:00,13.8193904224583
,1997-05-24 00:00,15.2545763429167
,1997-05-25 00:00,12.11612302875
,1997-05-26 00:00,14.2217543720833
,1997-05-27 00:00,14.8752630320833
,1997-05-28 00:00,15.4902203954167
,1997-05-29 00:00,12.8289256515833
,1997-05-30 00:00,13.7138034810417
,1997-05-31 00:00,12.5308843295417
,1997-06-01 00:00,9.40928949875
,1997-06-02 00:00,11.5532603914583
,1997-06-03 00:00,13.5755670034167
,1997-06-04 00:00,15.2587109133333
,1997-06-05 00:00,14.1255790725
,1997-06-06 00:00,15.7383523916667
,1997-06-07 00:00,17.7179345795833
,1997-06-08 00:00,17.6570822679167
,1997-06-09 00:00,19.5186055408333
,1997-06-10 00:00,20.3678348666667
,1997-06-11 00:00,20.5966516104167
,1997-06-12 00:00,20.2637656320833
,1997-06-13 00:00,19.8078905704167
,1997-06-14 00:00,18.20345739375
,1997-06-15 00:00,18.9419865366667
,1997-06-16 00:00,19.0405349820833
,1997-06-17 00:00,18.93280743125
,1997-06-18 00:00,17.0002390391667
,1997-06-19 00:00,14.2857469541667
,1997-06-20 00:00,16.26044593625
,1997-06-21 00:00,17.03991332375
,1997-06-22 00:00,16.8879967429167
,1997-06-23 00:00,15.9462392775
,1997-06-24 00:00,14.34781268625
,1997-06-25 00:00,14.027812095375
,1997-06-26 00:00,13.4680261216667
,1997-06-27 00:00,14.1531012770833
,1997-06-28 00:00,17.2925550129167
,1997-06-29 00:00,16.5489129266667
,1997-06-30 00:00,15.0690888183333
,1997-07-01 00:00,14.6831682478333
,1997-07-02 00:00,16.3421252308333
,1997-07-03 00:00,17.5803367408333
,1997-07-04 00:00,18.1503673325
,1997-07-05 00:00,15.200355535
,1997-07-06 00:00,17.5865713858333
,1997-07-07 00:00,18.5607039825
,1997-07-08 00:00,19.86877719875
,1997-07-09 00:00,19.04542270125
,1997-07-10 00:00,16.27185637
,1997-07-11 00:00,17.2807083533333
,1997-07-12 00:00,18.27042684625
,1997-07-13 00:00,19.95661327625
,1997-07-14 00:00,18.8225306333333
,1997-07-15 00:00,18.8106992629167
,1997-07-16 00:00,19.3369411391667
,1997-07-17 00:00,18.61678310625
,1997-07-18 00:00,16.0087114929167
,1997-07-19 00:00,17.8433383833333
,1997-07-20 00:00,18.0388987841667
,1997-07-21 00:00,16.8199887458333
,1997-07-22 00:00,18.4786479804167
,1997-07-23 00:00,19.9808081483333
,1997-07-24 00:00,19.8728962491667
,1997-07-25 00:00,20.2016976804167
,1997-07-26 00:00,19.5857014133333
,1997-07-27 00:00,19.5045006666667
,1997-07-28 00:00,20.9424573620833
,1997-07-29 00:00,18.5876216558333
,1997-07-30 00:00,18.94734944125
,1997-07-31 00:00,20.2621239691667
,1997-08-01 00:00,16.67843662625
,1997-08-02 00:00,17.1983971304167
,1997-08-03 00:00,18.7709712220833
,1997-08-04 00:00,20.6768745941667
,1997-08-05 00:00,21.03457941
,1997-08-06 00:00,20.3256423345833
,1997-08-07 00:00,19.00498937125
,1997-08-08 00:00,19.8688778320833
,1997-08-09 00:00,20.6015711575
,1997-08-10 00:00,20.6401068758333
,1997-08-11 00:00,19.6762276558333
,1997-08-12 00:00,19.9910916833333
,1997-08-13 00:00,20.7721070225
,1997-08-14 00:00,21.2584552866667
,1997-08-15 00:00,22.1670080866667
,1997-08-16 00:00,20.9254496283333
,1997-08-17 00:00,16.6104123245833
,1997-08-18 00:00,17.6279907104167
,1997-08-19 00:00,18.5582412733333
,1997-08-20 00:00,18.8707873766667
,1997-08-21 00:00,17.2366170370833
,1997-08-22 00:00,18.5504428141667
,1997-08-23 00:00,19.2629377845833
,1997-08-24 00:00,18.9110391058333
,1997-08-25 00:00,19.48238826375
,1997-08-26 00:00,20.0119625233333
,1997-08-27 00:00,19.12167978625
,1997-08-28 00:00,18.2507257091667
,1997-08-29 00:00,16.9984858016667
,1997-08-30 00:00,15.5669411879167
,1997-08-31 00:00,17.67960649875
,1997-09-01 00:00,19.4613290291667
,1997-09-02 00:00,20.2478345029167
,1997-09-03 00:00,20.3819390020833
,1997-09-04 00:00,20.3898415920833
,1997-09-05 00:00,20.6756338508333
,1997-09-06 00:00,20.4004303895833
,1997-09-07 00:00,20.1699599204167
,1997-09-08 00:00,19.4354627575
,1997-09-09 00:00,19.5612583704167
,1997-09-10 00:00,19.0582056179167
,1997-09-11 00:00,18.2537529929167
,1997-09-12 00:00,17.7703517
,1997-09-13 00:00,17.1876404833333
,1997-09-14 00:00,14.4225093125
,1997-09-15 00:00,13.4905854472083
,1997-09-16 00:00,12.749649118375
,1997-09-17 00:00,13.5241713260833
